Model,Validation mAP50,Validation mAP50-95,Validation Precision,Validation Recall,Test mAP50,Test mAP50-95,Test Precision,Test Recall
baseline_yolov8s_rawdata,0.977871625117267,0.8557061341993245,0.9601017160235381,0.9585999659936258,0.9756906380340555,0.856778735332659,0.9784318791276138,0.9491476756964841
