Model,Validation mAP50,Validation mAP50-95,Validation Precision,Validation Recall,Test mAP50,Test mAP50-95,Test Precision,Test Recall
baseline_yolov8s_v2data,0.9811751721390197,0.8579310573780351,0.9575733010974664,0.9672764276803772,0.9678352248035409,0.8474861944972959,0.9668308714226787,0.9448403011768931
