Model,Validation mAP50,Validation mAP50-95,Validation Precision,Validation Recall,Test mAP50,Test mAP50-95,Test Precision,Test Recall
v4_yolov8s_ca_cbam_focal_v2data,0.9468562207360888,0.8164365257383224,0.918287639508511,0.88618950560386,0.9569852755109894,0.8300393869881819,0.9444843708941119,0.8989496248381126
