Model,Validation mAP50,Validation mAP50-95,Validation Precision,Validation Recall,Test mAP50,Test mAP50-95,Test Precision,Test Recall
baseline_yolov8s_v1data,0.9771720177912945,0.8526559295284201,0.9704683658441882,0.9406072188712763,0.9725223119083307,0.8547023705598036,0.9760180114017155,0.9386994670577377
