Model,Validation mAP50,Validation mAP50-95,Validation Precision,Validation Recall,Test mAP50,Test mAP50-95,Test Precision,Test Recall
ca-cbam_v2data,0.9756615599506461,0.8479853528628593,0.9327067594610993,0.9543685977616863,0.9782717105436104,0.8460799857530413,0.9590897030272922,0.9488217954078723
